opportunity_reference,account_name,opportunity_name,project_type,stage,probability,estimated_value,expected_close_date,sales_owner,technical_owner,customer_budget,competitors,next_step,next_action_date,status,notes
SS-25-0205,Almeer,Installation & commissioning GC 700 spare parts,New,Lost,70,0.0,2026-01-01,Shady Moussa,Nishar,0,,,2026-01-01,Lost,Business Unit: Trading | End User: Aramco - Abqaiq | Industry: Oil & Gas | Original Stage: Canceled | Forecast GM: 0.0% / 0.00 | Delivery: 2025-11-10 | Must Win: Yes | Quality: Gross value missing; GM % missing
SS-25-0204,Rawabi Specialized Company,UPGRADES FOR SEA WATER COOLING NETWORK-RFQ-VALVE ACTUATORS,New,Qualification,90,1450448.77,2025-01-01,Mohammed Nishar,Mohamed Nishar,0,,Budgetary RFQ received and quote submitted,2025-01-01,Open,"Business Unit: Trading | End User: Royal Commission | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 25.0% / 376,042.00 | Delivery: 2025-11-10 | Must Win: No"
SS-25-0203,HADEED,VEGA LEVEL TRANSMITTER,New,Proposal,90,75000.0,2026-01-01,Mohammed Nishar,Mohamed Nishar,0,,Enquiry received from Hadeed for VEGA LEVEL TRANSMITTER,2026-01-01,Open,"Business Unit: Trading | End User: HADEED | Industry: Oil & Gas | Original Stage: Firm | Forecast GM: 25.0% / 18,750.00 | Delivery: 2025-11-09 | Must Win: Yes"
SS-25-0202,Aramco,Supply of Oxygen Analyzer with Sampling systems,New,Proposal,90,1800000.0,2026-02-01,Mohammed Nishar,Mohamed Nishar,0,,Enquiry received and forwarded to IEP Qatar,2026-02-01,Open,"Business Unit: Trading | End User: Aramco | Industry: Oil & Gas | Original Stage: Firm | Forecast GM: 25.0% / 360,000.00 | Delivery: 2025-11-09 | Must Win: Yes | Quality: Source GM value differs materially from Gross × GM %"
SS-25-0201,National Gas,Supply LPG flowmeters,New,Proposal,70,0.0,2026-02-01,Shady Moussa,Nishar,0,,,2026-02-01,Open,Business Unit: Trading | End User: National Gas | Industry: Oil & Gas | Original Stage: Firm | Forecast GM: 0.0% / 0.00 | Delivery: 2025-11-06 | Must Win: Yes | Quality: Gross value missing; GM % missing
SS-25-0200,First Gas,Fire Fighting and Cooling System,New,Lost,70,50000.0,2025-12-01,Shady Moussa,Nishar,0,,,2025-12-01,Lost,"Business Unit: Trading | End User: Farm Frights | Industry: Oil & Gas | Original Stage: Lost | Forecast GM: 20.0% / 10,000.00 | Delivery: 2025-11-06 | Must Win: Yes"
SS-25-0199,Aramco,Supply USM,New,Qualification,70,980000.0,2026-07-01,Shady Moussa,Nishar,0,,,2026-07-01,Open,"Business Unit: Trading | End User: Aramco- PP11 | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 20.0% / 196,000.00 | Delivery: 2025-11-04 | Must Win: Yes"
SS-25-0198,First Gas,supply Gas Regulators,New,Lost,70,248000.0,2025-12-01,Shady Moussa,Nishar,0,,,2025-12-01,Lost,"Business Unit: Trading | End User: Farm Frites | Industry: Oil & Gas | Original Stage: Lost | Forecast GM: 20.0% / 49,600.00 | Delivery: 2025-11-02 | Must Win: Yes"
SS-25-0197,Modern Egyptian Natural Gas Company,Supply gas regulators,New,Lost,70,149803.0,2025-02-01,Shady Moussa,Nishar,0,,,2025-02-01,Lost,"Business Unit: Trading | End User: Modern Egyptian Natural Gas Company | Industry: Oil & Gas | Original Stage: Lost | Forecast GM: 20.0% / 29,960.60 | Delivery: 2025-11-02 | Must Win: Yes"
SS-25-0196,SEC,Troubleshooting control system of filtration,New,Qualification,70,20000.0,2026-05-01,Shady Moussa,Rania,0,,,2026-05-01,Open,"Business Unit: Project | End User: SEC - Qurayyat | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 35.0% / 7,000.00 | Delivery: 2025-11-02 | Must Win: Yes"
SS-25-0195,ZOMCO,Upgrade SVCs & PLC & RTU,New,Lost,70,1500000.0,2026-02-01,Shady Moussa,Nishar,0,,,2026-02-01,Lost,"Business Unit: Trading | End User: SEC PP11 & QIPP | Industry: Oil & Gas | Original Stage: Lost | Forecast GM: 20.0% / 300,000.00 | Delivery: 2025-11-02 | Must Win: Yes"
SS-25-0194,First Gas,"Supply , install ,Commissioning for fire and Gas detector",New,Lost,70,0.0,2026-01-01,Shady Moussa,Rania,0,,,2026-01-01,Lost,Business Unit: Project | End User: Saudi Cement | Industry: Oil & Gas | Original Stage: Canceled | Forecast GM: 20.0% / 0.00 | Delivery: 2025-11-02 | Must Win: Yes | Quality: Gross value missing
SS-25-0193,Rawabi Contracting Specialized,supply installation for water analysers system for Contract,New,Qualification,40,3120693.75,2026-07-01,Mohammed Nishar,Mohamed Nishar,0,,supply installation for water analysers system for ontract No. 128-C01R project for Royal commission,2026-07-01,Open,"Business Unit: Trading | End User: Royal Commission | Industry: Power & Water | Original Stage: Budgetary | Forecast GM: 25.0% / 624,138.00 | Delivery: 2026-10-31 | Must Win: Yes | Quality: Source GM value differs materially from Gross × GM %"
SS-25-0192,MAADEN,Supply and installation of HF FENCE ANALYZER,New,Qualification,90,1000000.0,2026-01-01,Mohammed Nishar,Mohamed Nishar,0,,"SOW received and site visit conducted, details gathered, waiting for official RFQ.",2026-01-01,Open,"Business Unit: Trading | End User: MAADEN | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 15.0% / 200,000.00 | Delivery: 2026-04-22 | Must Win: Yes | Quality: Source GM value differs materially from Gross × GM %"
SS-25-0191,INMA Kingkom Trading,Supply of Vega Level Transmitter,New,Proposal,90,10000.0,2024-01-01,Mohammed Nishar,MOHAMED NISHAR,0,,Supply of Vega Level Transmitter,2024-01-01,Open,"Business Unit: Trading | End User: INMA Kingkom Trading | Industry: Oil & Gas | Original Stage: Firm | Forecast GM: 25.0% / 2,000.00 | Delivery: 2025-10-29 | Must Win: Yes | Quality: Source GM value differs materially from Gross × GM %"
SS-25-0190,National gas,Supply flowmeters,New,Lost,70,121000.0,2026-02-01,Shady Moussa,Nishar,0,,,2026-02-01,Lost,"Business Unit: Trading | End User: Bahra Cables | Industry: Oil & Gas | Original Stage: Canceled | Forecast GM: 25.0% / 30,250.00 | Delivery: 2025-10-27 | Must Win: Yes"
SS-25-0189,SEC,Upgrade USM spare parts,New,Lost,90,256750.0,2026-01-01,Shady Moussa,Nishar,0,,,2026-01-01,Lost,"Business Unit: Trading | End User: SEC PP11 | Industry: Oil & Gas | Original Stage: Lost | Forecast GM: 20.0% / 51,350.00 | Delivery: 2025-10-27 | Must Win: Yes"
SS-25-0188,First Gas,Pressure Reducing Metering Stations,New,On Hold,70,11250000.0,2026-07-01,Shady Moussa,Rania,0,,Basith + Shady,2026-07-01,On Hold,"Business Unit: Project | End User: Riyadha Cement | Industry: Oil & Gas | Original Stage: On-Hold | Forecast GM: 15.0% / 1,687,500.00 | Delivery: 2025-10-26 | Must Win: Yes"
SS-25-0187,First Gas,Pressure Reducing Metering Stations,New,Lost,90,11250000.0,2026-02-01,Shady Moussa,Rania,0,,Basith + Shady,2026-02-01,Lost,"Business Unit: Project | End User: City Cement | Industry: Oil & Gas | Original Stage: Lost | Forecast GM: 15.0% / 1,687,500.00 | Delivery: 2025-10-26 | Must Win: Yes"
SS-26-0039,SEC,Upgrade SVC metering system,New,Qualification,70,5250000.0,2026-12-01,Shady Moussa,Nishar,0,,,2026-12-01,Open,"Business Unit: Trading | End User: Aramco | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 20.0% / 1,050,000.00 | Delivery: 2025-10-26 | Must Win: Yes"
SS-25-0186,Modern Gas,Supply gas regulators,New,Lost,70,190000.0,2026-01-01,Shady Moussa,Nishar,0,,,2026-01-01,Lost,"Business Unit: Trading | End User: Modern Gas | Industry: Oil & Gas | Original Stage: Lost | Forecast GM: 20.0% / 38,000.00 | Delivery: 2025-10-26 | Must Win: Yes"
SS-25-0185,SEC,Upgrade SVC metering system,New,Lost,70,5250000.0,2026-05-01,Shady Moussa,Nishar,0,,,2026-05-01,Lost,"Business Unit: Trading | End User: Aramco | Industry: Oil & Gas | Original Stage: Canceled | Forecast GM: 20.0% / 1,050,000.00 | Delivery: 2025-10-26 | Must Win: Yes"
SS-25-0184,ZOMCO,Validation of flowmeter Flowsic600,New,Lost,70,12500.0,2025-11-01,Shady Moussa,Nishar,0,,,2025-11-01,Lost,"Business Unit: Trading | End User: SEC - PP11 | Industry: Oil & Gas | Original Stage: Lost | Forecast GM: 25.0% / 3,125.00 | Delivery: 2025-10-22 | Must Win: Yes"
SS-25-0183,Saudi Electricity Company-SEC,Supply software & virtual machine,New,Qualification,70,60000.0,2026-01-01,Shady Moussa,Nishar,0,,,2026-01-01,Open,Business Unit: Trading | End User: Saudi Electricity Company-SEC PP10 | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 0.0% / 0.00 | Delivery: 2026-03-03 | Must Win: Yes | Quality: GM % missing
SS-25-0182,Aminat,Supply PowerEdge R260 with Full Configuration,New,Lost,70,0.0,2025-01-01,Shady Moussa,Nishar,0,,,2025-01-01,Lost,Business Unit: Trading | End User: Aminat | Industry: Oil & Gas | Original Stage: Lost | Forecast GM: 0.0% / 0.00 | Delivery: 2025-11-20 | Must Win: Yes | Quality: Gross value missing; GM % missing
SS-25-0181,Aramco,Supply of MOISTURE METERS (Portable Moisture Analyzers),New,Proposal,90,100000.0,2026-01-01,Mohammed Nishar,Mohamed Nishar,0,,RFQ received and sent it to Suppliers,2026-01-01,Open,"Business Unit: Trading | End User: Aramco | Industry: Oil & Gas | Original Stage: Firm | Forecast GM: 25.0% / 25,000.00 | Delivery: 2025-01-31 | Must Win: No"
SS-25-0180,s3c,s3c factory digital transformation,Replacement,Qualification,90,0.0,2026-01-01,Abdelaziz Abdelsadek,Rania,0,,,2026-01-01,Open,"Business Unit: Trading | End User: s3c | Industry: Chemical | Original Stage: Budgetary | Forecast GM: 20.0% / 200,000.00 | Delivery: 2025-10-14 | Must Win: Yes | Quality: Gross value missing"
SS-25-0178,SEC,Supply Flowmeters,New,Lost,70,0.0,2025-12-01,Shady Moussa,Nishar,0,,Saudi Electricity Company has invited you to participate in an event: SEC RFP-C001690815.,2025-12-01,Lost,Business Unit: Trading | End User: SEC | Industry: Oil & Gas | Original Stage: Canceled | Forecast GM: 0.0% / 0.00 | Delivery: 2025-10-12 | Must Win: Yes | Quality: Gross value missing; GM % missing
SS-25-0179,SEC - FARSAN,troubleshooting system PLC SCADA,New,Lost,70,520000.0,2025-12-01,Shady Moussa,Rania,0,,,2025-12-01,Lost,"Business Unit: Trading | End User: SEC | Industry: Oil & Gas | Original Stage: Canceled | Forecast GM: 30.0% / 156,000.00 | Delivery: 2025-10-12 | Must Win: Yes"
SS-25-0177,SAFCO,To install Conductivity and dissolved oxygen analyzers,New,Qualification,70,300000.0,2026-01-01,,Rania,0,,,2026-01-01,Open,"Business Unit: Trading | End User: SAFCO | Industry: Petrochemical | Original Stage: Budgetary | Forecast GM: 15.0% / 30,000.00 | Delivery: 2025-10-09 | Must Win: Yes | Quality: Source GM value differs materially from Gross × GM %; Salesman missing"
SS-25-0176,Maadan Aluminum,Supply Pilot of Gas Regulator,New,Lost,70,27252.0,2025-12-01,Shady Moussa,Nishar,0,,,2025-12-01,Lost,"Business Unit: Trading | End User: Maadan Aluminum | Industry: Oil & Gas | Original Stage: Canceled | Forecast GM: 30.0% / 8,175.60 | Delivery: 2026-01-09 | Must Win: Yes"
SS-25-0175,HADEED,Supply of Siemens Gas,New,Qualification,90,25000.0,2026-01-01,Basith Ahmed,Mohamed Nishar,0,,,2026-01-01,Open,"Business Unit: Trading | End User: HADEED | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 25.0% / 6,250.00 | Delivery: 2026-01-31 | Must Win: No"
SS-25-0174,GPDS,DDC Panels for,New,On Hold,90,1325618.2,2026-01-01,Abdelaziz Abdelsadek,Rania,0,,,2026-01-01,On Hold,"Business Unit: Trading | End User: aramco | Industry: Materials | Original Stage: On-Hold | Forecast GM: 20.0% / 200,000.00 | Delivery: 2025-10-07 | Must Win: Yes | Quality: Source GM value differs materially from Gross × GM %"
SS-25-0172,HADEED,Supply of IFM Sensors and SICK Sensors,New,Proposal,90,80000.0,2025-01-01,Basith Ahmed,Mohamed Nishar,0,,,2025-01-01,Open,"Business Unit: Trading | End User: HADEED | Industry: Oil & Gas | Original Stage: Firm | Forecast GM: 25.0% / 32,000.00 | Delivery: 2025-12-31 | Must Win: No | Quality: Source GM value differs materially from Gross × GM %"
SS-25-0171,Rawabi Specialized Contracting,UPGRADES FOR SEA WATER COOLING NETWORK,New,Qualification,90,750000.0,2026-01-01,Mohammed Nishar,Mohamed Nishar,0,,,2026-01-01,Open,"Business Unit: Trading | End User: Royal Commission | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 25.0% / 150,000.00 | Delivery: 2025-10-05 | Must Win: Yes | Quality: Source GM value differs materially from Gross × GM %"
SS-25-0170,Contemporary Structure Co.,"Supply of Instrumentation,",New,Qualification,90,1000000.0,2025-02-01,Mohammed Nishar,Mohamed Nishar,0,,,2025-02-01,Open,"Business Unit: Project | End User: Contemporary Structure Co. | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 20.0% / 150,000.00 | Delivery: 2026-02-28 | Must Win: Yes | Quality: Source GM value differs materially from Gross × GM %"
SS-25-0169,HADEED,Supply of ENDRESS&HAUSER TRANSDUCER,New,Proposal,90,15000.0,2025-12-01,Basith Ahmed,Mohamed Nishar,0,,Under Preparation,2025-12-01,Open,"Business Unit: Trading | End User: HADEED | Industry: Oil & Gas | Original Stage: Firm | Forecast GM: 25.0% / 3,750.00 | Delivery: 2026-02-28 | Must Win: Yes"
SS-25-0168,SEC,Relocation of the existing Control Panels of Fuel unloading,New,Qualification,70,457743.0,2026-08-01,Shady Moussa,Rania,0,,,2026-08-01,Open,"Business Unit: Project | End User: SEC - Rafha PP | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 35.0% / 89,000.00 | Delivery: 2025-10-01 | Must Win: Yes | Quality: Source GM value differs materially from Gross × GM %"
SS-25-0167,Aramco,Supply of Flare Ultrasonic Flowmeter,New,Qualification,90,1000000.0,2025-06-01,Mohammed Nishar,Mohamed Nishar,0,,Under Preparation,2025-06-01,Open,"Business Unit: Trading | End User: Aramco | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 20.0% / 200,000.00 | Delivery: 2026-04-22 | Must Win: No"
SS-25-0166,Al Sawab Commercial company,Supply Gas Regulator HON372,New,Lost,70,77154.0,2025-12-01,Shady Moussa,Nishar,0,,,2025-12-01,Lost,"Business Unit: Trading | End User: obeikan glass company | Industry: Oil & Gas | Original Stage: Lost | Forecast GM: 25.0% / 15,389.80 | Delivery: 2025-03-05 | Must Win: Yes | Quality: Source GM value differs materially from Gross × GM %"
SS-25-0165,Rawabi Specialized Contracting,Supply of Ultrasonic Flowmeter,New,Qualification,90,120000.0,2026-03-01,Mohammed Nishar,Mohamed Nishar,0,,Enquiry received and under Preparation,2026-03-01,Open,"Business Unit: Trading | End User: Royal Commission Ras Al Khair | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 20.0% / 24,000.00 | Delivery: 2026-04-30 | Must Win: Yes"
SS-25-0164,Rawad Al Bina Contracting,"Supply, Installation, testing, Commissioing of SCADA Systems",New,Qualification,90,1500000.0,2024-04-01,Mohammed Nishar,Mohamed Nishar,0,,Enquiry received from Rawad AL Bina,2024-04-01,Open,"Business Unit: Trading | End User: Royal Commission Jubail | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 20.0% / 225,000.00 | Delivery: 2026-04-30 | Must Win: No | Quality: Source GM value differs materially from Gross × GM %"
SS-25-0163,HILAL INDUSTRIAL SUPPLIES & SERVICES,,New,Lost,90,18500.0,2026-02-01,Shady Moussa,,0,,,2026-02-01,Lost,"Business Unit: Trading | End User: UNICOIL | Industry: Oil & Gas | Original Stage: Canceled | Forecast GM: 30.0% / 1,500.00 | Delivery: 2025-03-20 | Must Win: Yes | Quality: Deal Name missing; Source GM value differs materially from Gross × GM %; Assigned To missing"
SS-25-0162,Safra Refinery,Designing & Fabrication Metering Skid,New,On Hold,70,1000000.0,2026-07-01,Shady Moussa,Rania,0,,,2026-07-01,On Hold,"Business Unit: Project | End User: Safra Refinery | Industry: Petrochemical | Original Stage: On-Hold | Forecast GM: 35.0% / 260,000.00 | Delivery: 2025-09-30 | Must Win: Yes | Quality: Source GM value differs materially from Gross × GM %"
SS-25-0161,SAFCO,To install Conductivity and Dissolved Oxygen analyzer at uti,New,Proposal,70,230000.0,2025-12-01,,Rania,0,,,2025-12-01,Open,"Business Unit: Project | End User: sabic | Industry: Petrochemical | Original Stage: Firm | Forecast GM: 15.0% / 30,000.00 | Delivery: 2026-12-01 | Must Win: Yes | Quality: Source GM value differs materially from Gross × GM %; Salesman missing"
SS-25-0160,Aramco,Supply of E&H Moisture Analyzer,New,Proposal,40,25000.0,2026-01-01,Mohammed Nishar,Mohamed Nishar,0,,Enquiry sent to E&H for offer and under Preparation,2026-01-01,Open,"Business Unit: Trading | End User: Aramco | Industry: Oil & Gas | Original Stage: Firm | Forecast GM: 25.0% / 6,250.00 | Delivery: 2026-02-28 | Must Win: Yes"
SS-25-0159,STOM,Supply of E&H Level Transmitter,New,Proposal,90,75000.0,2025-12-01,Mohammed Nishar,Mohamed Nishar,0,,Quote Submitted to STOM,2025-12-01,Open,"Business Unit: Trading | End User: STOM | Industry: Oil & Gas | Original Stage: Firm | Forecast GM: 25.0% / 18,750.00 | Delivery: 2025-12-31 | Must Win: Yes"
SS-25-0158,STOM - Saudi Tabreed,Supply of E&H Electromagnetic Flowmeter,New,Proposal,90,27696.0,2025-12-01,Mohammed Nishar,Mohamed Nishar,0,,Quote submitted to STOM,2025-12-01,Open,"Business Unit: Trading | End User: STOM | Industry: Oil & Gas | Original Stage: Firm | Forecast GM: 25.0% / 6,924.00 | Delivery: 2025-12-31 | Must Win: Yes"
SS-25-0157,Tamimi markets,AL Tamimi markets EMS,Upgrade,Qualification,90,500000.0,2026-02-01,Abdelaziz Abdelsadek,Abdelaziz,0,,,2026-02-01,Open,"Business Unit: Service | End User: AL Tamimi markets EMS | Industry: Food & Beverage | Original Stage: Budgetary | Forecast GM: 25.0% / 500,000.00 | Delivery: 2025-09-27 | Must Win: Yes | Quality: Source GM value differs materially from Gross × GM %"
SS-25-0156,AL othaim market EMS,AL othaim market EMS,Upgrade,Qualification,90,500000.0,2026-02-01,Abdelaziz Abdelsadek,Abdelaziz,0,,still not yet,2026-02-01,Open,"Business Unit: Service | End User: AL othaim market EMS | Industry: Food & Beverage | Original Stage: Budgetary | Forecast GM: 20.0% / 500,000.00 | Delivery: 2026-02-10 | Must Win: Yes | Quality: Source GM value differs materially from Gross × GM %"
SS-25-0155,حمود شركة الاستزراع السمكي,حمود شركة الاستزراع السمكي,Upgrade,Qualification,90,25000.0,2026-02-01,Abdelaziz Abdelsadek,Abddelaziz,0,,still,2026-02-01,Open,"Business Unit: Trading | End User: حمود شركة الاستزراع السمكي | Industry: Food & Beverage | Original Stage: Budgetary | Forecast GM: 10.0% / 25,000.00 | Delivery: 2026-01-10 | Must Win: Yes | Quality: Source GM value differs materially from Gross × GM %"
SS-25-0154,sedra mall riyadah,IT Project sedra mall,New,Qualification,90,1500000.0,2026-07-01,Abdelaziz Abdelsadek,abdelaziz,0,,still in bedding,2026-07-01,Open,"Business Unit: Project | End User: sedra mall riyadah | Industry: Materials | Original Stage: Budgetary | Forecast GM: 15.0% / 150,000.00 | Delivery: 2025-09-27 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User; Source GM value differs materially from Gross × GM %"
SS-25-0153,Lateen water Qunfoza,Lateen water Qunfoza,Upgrade,Qualification,90,250000.0,2026-01-01,Abdelaziz Abdelsadek,Abdelaziz,0,,still,2026-01-01,Open,"Business Unit: Project | End User: Lateen water Qunfoza | Industry: Food & Beverage | Original Stage: Budgetary | Forecast GM: 25.0% / 250,000.00 | Delivery: 2026-01-10 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User; Source GM value differs materially from Gross × GM %"
SS-25-0152,Al Hayah hospital Abha,AL Hayah hospital abha,Upgrade,Qualification,90,100000.0,2026-01-01,Abdelaziz Abdelsadek,abdelaziz,0,,not yet,2026-01-01,Open,"Business Unit: Trading | End User: Al Hayah hospital Abha | Industry: Materials | Original Stage: Budgetary | Forecast GM: 25.0% / 100,000.00 | Delivery: 2026-01-10 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User; Source GM value differs materially from Gross × GM %"
SS-25-0151,pepsico,pepsico Abha,Replacement,Qualification,90,25000.0,2026-01-01,Abdelaziz Abdelsadek,ABDELAZIZ,0,,still in progress,2026-01-01,Open,"Business Unit: Trading | End User: pepsico | Industry: Food & Beverage | Original Stage: Budgetary | Forecast GM: 25.0% / 25,000.00 | Delivery: 2026-01-10 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User; Source GM value differs materially from Gross × GM %"
SS-25-0150,Company GHAZ AL-WOULI Ltd.,"Supply SSV, Regulator, Relief valve",New,Lost,70,1000000.0,2025-01-01,Shady Moussa,Nishar,0,,,2025-01-01,Lost,"Business Unit: Trading | End User: City Cement | Industry: Oil & Gas | Original Stage: Lost | Forecast GM: 30.0% / 216,999.00 | Delivery: 2025-09-25 | Must Win: Yes | Quality: Source GM value differs materially from Gross × GM %"
SS-25-0149,STAR SQUARES COMPANY LTD [SSQ],Supply DP transmitters,New,Lost,70,243495.85,2025-12-01,Shady Moussa,Nishar,0,,,2025-12-01,Lost,"Business Unit: Trading | End User: SEC | Industry: Oil & Gas | Original Stage: Lost | Forecast GM: 25.0% / 97,398.34 | Delivery: 2026-03-05 | Must Win: Yes | Quality: Source GM value differs materially from Gross × GM %"
SS-25-0148,Global Pipe Company,Supply PLC Panels for Cranes,New,Qualification,70,4376276.8,2026-05-01,Shady Moussa,Rania,0,,,2026-05-01,Open,"Business Unit: Project | End User: Global Pipe Company | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 25.0% / 1,094,069.20 | Delivery: 2026-09-10 | Must Win: Yes"
SS-25-0147,HAIF,GREEN RIYADH KSP TSE PS0700 PACKAGE,New,Proposal,70,3333333.33,2026-11-01,Shady Moussa,Rania,0,,,2026-11-01,Open,"Business Unit: Project | End User: ROYAL COMMISSION FOR RIYADH CITY | Industry: Power & Water | Original Stage: Firm | Forecast GM: 10.0% / 333,333.33 | Delivery: 2026-11-05 | Must Win: Yes"
SS-25-0146,Aramco-Saudi Arabian Oil Company,Service for USM,New,Qualification,70,99000.0,2026-04-01,Shady Moussa,Nishar,0,,,2026-04-01,Open,"Business Unit: Trading | End User: Aramco-Saudi Arabian Oil Company | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 20.0% / 16,500.00 | Delivery: 2025-12-15 | Must Win: Yes | Quality: Source GM value differs materially from Gross × GM %"
SS-25-0145,Star Square Company Ltd,Supply Gas Regulator SSV,New,Awarded,90,88993.0,2025-09-01,Shady Moussa,Nishar,0,,Star Square Company Ltd,2025-09-01,Won,"Business Unit: Trading | End User: SEC | Industry: Oil & Gas | Original Stage: Won | Forecast GM: 24.0% / 23,700.00 | Delivery: 2026-01-05 | Must Win: Yes | Quality: Source GM value differs materially from Gross × GM %"
SS-25-0143,Aramco,Supply of Krohne Variable Area FlowMeter,New,Qualification,90,36857.97,2025-12-01,Mohammed Nishar,Mohamed Nishar,0,,Quote Submitted to Aramco,2025-12-01,Open,"Business Unit: Trading | End User: Aramco | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 25.0% / 7,371.59 | Delivery: 2026-02-28 | Must Win: Yes | Quality: Source GM value differs materially from Gross × GM %"
SS-25-0142,Aramco,,New,Qualification,90,0.0,2025-12-01,Abdullah Lardhi,Abdulla,0,,,2025-12-01,Open,Business Unit: Trading | End User: Aramco | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 35.0% / 0.00 | Delivery: 2025-09-18 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User; Deal Name missing; Gross value missing
SS-25-0141,Saudi Electricity Company-SEC,Supply and install Ultrasonic / Mechanical flowmeter,New,On Hold,70,1350000.0,2026-05-01,Shady Moussa,Rania,0,,,2026-05-01,On Hold,"Business Unit: Trading | End User: Saudi Electricity Company-SEC PP10 | Industry: Power & Water | Original Stage: On-Hold | Forecast GM: 35.0% / 260,000.00 | Delivery: 2026-03-05 | Must Win: Yes | Quality: Source GM value differs materially from Gross × GM %"
SS-25-0140,SEDRA GROUP,BMS SEDRA MALL,New,Qualification,70,88100.0,2026-06-01,Abdelaziz Abdelsadek,ABDELAZIZ,0,,,2026-06-01,Open,"Business Unit: Project | End User: SEDRA GROUP | Industry: Materials | Original Stage: Budgetary | Forecast GM: 30.0% / 100,000.00 | Delivery: 2026-06-01 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User; Source GM value differs materially from Gross × GM %"
SS-25-0139,Aramco,Supply of Electromagnetic Flow Meter,New,Proposal,90,50000.0,2024-12-01,Mohammed Nishar,Mohamed Nishar,0,,Quote submitted to Aramco,2024-12-01,Open,"Business Unit: Trading | End User: Aramco | Industry: Oil & Gas | Original Stage: Firm | Forecast GM: 20.0% / 21,681.00 | Delivery: 2026-04-30 | Must Win: Yes | Quality: Source GM value differs materially from Gross × GM %"
SS-25-0138,Zamil Offshore Construction Ltd,Supply CPU SIEMENS,New,Lost,70,4494.57,2026-02-01,Shady Moussa,Shady Moussa,0,,,2026-02-01,Lost,Business Unit: Trading | End User: Zamil Offshore Construction Ltd | Industry: Oil & Gas | Original Stage: Lost | Forecast GM: 40.0% / 700.00 | Delivery: 2025-03-13 | Must Win: Yes | Quality: Source GM value differs materially from Gross × GM %
SS-25-0137,Aramco,Supply of Endress Moisture Analyzer,New,Proposal,90,100000.0,2026-02-01,Abdullah Lardhi,Mohamed Nishar,0,,Under Preparation,2026-02-01,Open,"Business Unit: Trading | End User: Aramco | Industry: Oil & Gas | Original Stage: Firm | Forecast GM: 25.0% / 25,000.00 | Delivery: 2026-03-31 | Must Win: No"
SS-25-0136,Saudi Electricity Company-SEC,SEC RFP-C001672846.,New,Lost,70,0.0,2025-12-01,Shady Moussa,Nishar,0,,,2025-12-01,Lost,Business Unit: Trading | End User: Saudi Electricity Company-SEC | Industry: Power & Water | Original Stage: Lost | Forecast GM: 30.0% / 0.00 | Delivery: 2025-09-03 | Must Win: Yes | Quality: Gross value missing
SS-25-0135,Sadara Chemical Company,Supply GC spares,New,On Hold,70,418892.87,2026-01-01,Shady Moussa,Nishar,0,,,2026-01-01,On Hold,"Business Unit: Trading | End User: Sadara Chemical Company | Industry: Petrochemical | Original Stage: On-Hold | Forecast GM: 30.0% / 125,667.86 | Delivery: 2025-09-03 | Must Win: Yes"
SS-25-0134,Maaden Aluminium Company,Supply Axial Flow Valve,New,Lost,70,0.0,2025-12-01,Shady Moussa,Mohamed Nishar,0,,,2025-12-01,Lost,Business Unit: Trading | End User: Maaden Aluminium Company | Industry: Oil & Gas | Original Stage: Lost | Forecast GM: 30.0% / 0.00 | Delivery: 2025-09-02 | Must Win: Yes | Quality: Gross value missing
SS-25-0133,Global Pipe Company,"Preparation, assembly, and testing of the Control Panel.",New,Lost,70,55842.52,2025-12-01,Shady Moussa,Nishar,0,,,2025-12-01,Lost,"Business Unit: Trading | End User: Global Pipe Company | Industry: Oil & Gas | Original Stage: Lost | Forecast GM: 30.0% / 10,564.70 | Delivery: 2026-04-02 | Must Win: Yes | Quality: Source GM value differs materially from Gross × GM %"
